artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Elvis Presley,All Shook Up,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,audio_features,5ueyLj6e6oVaTY0KQ6yLaA,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/tracks/5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/audio-analysis/5ueyLj6e6oVaTY0KQ6yLaA,117080,4,1
Kermit the Frog,It's Not Easy Being Green,0.495,0.433,0,-8.375,1,0.0275,0.813,0.00178,0.126,0.159,139.745,audio_features,7gkFrsXE0FzlckxXXICfcs,spotify:track:7gkFrsXE0FzlckxXXICfcs,https://api.spotify.com/v1/tracks/7gkFrsXE0FzlckxXXICfcs,https://api.spotify.com/v1/audio-analysis/7gkFrsXE0FzlckxXXICfcs,133021,4,0
Stevie Wonder,All In Love Is Fair,0.484,0.34,1,-11.932,0,0.0276,0.798,6.13e-06,0.173,0.11,132.716,audio_features,7asmbWITwvuo1toSvoImnk,spotify:track:7asmbWITwvuo1toSvoImnk,https://api.spotify.com/v1/tracks/7asmbWITwvuo1toSvoImnk,https://api.spotify.com/v1/audio-analysis/7asmbWITwvuo1toSvoImnk,221960,4,0
Dan Fogelberg,Leader of the Band,0.628,0.159,8,-14.363,1,0.0333,0.872,0,0.111,0.505,135.003,audio_features,3O4s2m47MFhnGqmpkjoKYk,spotify:track:3O4s2m47MFhnGqmpkjoKYk,https://api.spotify.com/v1/tracks/3O4s2m47MFhnGqmpkjoKYk,https://api.spotify.com/v1/audio-analysis/3O4s2m47MFhnGqmpkjoKYk,256400,4,0
Escape Club,I'll Be There,0.57,0.385,1,-12.027,0,0.0251,0.383,0.0012,0.0924,0.188,99.86,audio_features,3zX2ZUPo0M8EULGmYJ87C6,spotify:track:3zX2ZUPo0M8EULGmYJ87C6,https://api.spotify.com/v1/tracks/3zX2ZUPo0M8EULGmYJ87C6,https://api.spotify.com/v1/audio-analysis/3zX2ZUPo0M8EULGmYJ87C6,347867,4,0
Stevie Wonder,My Cherie Amour,0.574,0.507,6,-11.343,1,0.0258,0.228,4.57e-06,0.279,0.514,101.085,audio_features,5ZoDwIP1ntHwciLjydJ8X2,spotify:track:5ZoDwIP1ntHwciLjydJ8X2,https://api.spotify.com/v1/tracks/5ZoDwIP1ntHwciLjydJ8X2,https://api.spotify.com/v1/audio-analysis/5ZoDwIP1ntHwciLjydJ8X2,173307,4,0
Simon & Garfunkel,Sounds of Silence,0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413,4,0
Alice in Chains,Nutshell,0.384,0.562,3,-10.059,0,0.0296,0.37,0.267,0.0775,0.159,136.094,audio_features,2JuasWPUodaUxf5nwNpciQ,spotify:track:2JuasWPUodaUxf5nwNpciQ,https://api.spotify.com/v1/tracks/2JuasWPUodaUxf5nwNpciQ,https://api.spotify.com/v1/audio-analysis/2JuasWPUodaUxf5nwNpciQ,259200,3,0
Peter Gabriel,Here Comes the Flood,0.503,0.322,1,-10.108,0,0.0306,0.485,1.05e-05,0.0979,0.101,128.893,audio_features,4bZN8gltd1rv0zZJ5iIScm,spotify:track:4bZN8gltd1rv0zZJ5iIScm,https://api.spotify.com/v1/tracks/4bZN8gltd1rv0zZJ5iIScm,https://api.spotify.com/v1/audio-analysis/4bZN8gltd1rv0zZJ5iIScm,339000,4,0
LMFAO,Sexy and I Know It,0.707,0.861,7,-4.225,1,0.316,0.1,0,0.191,0.795,130.021,audio_features,0obBFrPYkSoBJbvHfUIhkv,spotify:track:0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,199480,4,1
Peter Gabriel,Biko,0.535,0.351,7,-10.952,1,0.0436,0.277,8.87e-05,0.253,0.18,179.085,audio_features,4X5nq5swAfwEMqDOOJpEA8,spotify:track:4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/tracks/4X5nq5swAfwEMqDOOJpEA8,https://api.spotify.com/v1/audio-analysis/4X5nq5swAfwEMqDOOJpEA8,452867,4,0
Kenny Rogers,Lady,0.362,0.183,3,-16.0,0,0.0347,0.861,0.000234,0.0932,0.2,136.646,audio_features,5Pj5zrq2nbKcAekH1AxbrO,spotify:track:5Pj5zrq2nbKcAekH1AxbrO,https://api.spotify.com/v1/tracks/5Pj5zrq2nbKcAekH1AxbrO,https://api.spotify.com/v1/audio-analysis/5Pj5zrq2nbKcAekH1AxbrO,231867,4,0
Abba,"Knowing Me, Knowing You",0.55,0.741,2,-7.109,1,0.0299,0.0426,3.72e-06,0.235,0.903,107.327,audio_features,46ou4l4zvrZMada0TgoVH9,spotify:track:46ou4l4zvrZMada0TgoVH9,https://api.spotify.com/v1/tracks/46ou4l4zvrZMada0TgoVH9,https://api.spotify.com/v1/audio-analysis/46ou4l4zvrZMada0TgoVH9,243893,4,0
Chris Isaak,Wicked Game,0.667,0.548,9,-7.802,1,0.0262,0.744,0.0122,0.0946,0.29,112.549,audio_features,390AWnOn2rfe9FzQjYmxIH,spotify:track:390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/tracks/390AWnOn2rfe9FzQjYmxIH,https://api.spotify.com/v1/audio-analysis/390AWnOn2rfe9FzQjYmxIH,286880,4,0
Sufjan Stevens,Casimir Pulaski Day,0.686,0.172,8,-14.979,1,0.0409,0.909,0.00154,0.286,0.563,133.899,audio_features,1u1YU1LE0FWHFOHpR2iXua,spotify:track:1u1YU1LE0FWHFOHpR2iXua,https://api.spotify.com/v1/tracks/1u1YU1LE0FWHFOHpR2iXua,https://api.spotify.com/v1/audio-analysis/1u1YU1LE0FWHFOHpR2iXua,353947,4,0
Soundgarden,Black Hole Sun,0.354,0.825,6,-5.325,1,0.0406,0.000203,6.95e-05,0.0758,0.16,105.495,audio_features,2EoOZnxNgtmZaD8uUmz2nD,spotify:track:2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD,https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD,318587,4,0
Lee Hazlewood,My Autumn's Done Come,0.308,0.204,4,-13.9,0,0.0368,0.794,0.00104,0.151,0.0907,117.633,audio_features,4jJGLOYVMAyb5RyVKjQzUr,spotify:track:4jJGLOYVMAyb5RyVKjQzUr,https://api.spotify.com/v1/tracks/4jJGLOYVMAyb5RyVKjQzUr,https://api.spotify.com/v1/audio-analysis/4jJGLOYVMAyb5RyVKjQzUr,246253,4,0
Queen,Love of My Life,0.358,0.19,5,-11.355,1,0.0288,0.927,5.83e-06,0.121,0.269,77.756,audio_features,790YJcgHlN3SaosQCHlWzn,spotify:track:790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/tracks/790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/audio-analysis/790YJcgHlN3SaosQCHlWzn,217400,4,0
Roy Orbison,In the Real World,0.521,0.237,0,-14.636,1,0.0281,0.694,1.55e-06,0.137,0.146,85.256,audio_features,0D22PG0awRmq6XlCicjRdO,spotify:track:0D22PG0awRmq6XlCicjRdO,https://api.spotify.com/v1/tracks/0D22PG0awRmq6XlCicjRdO,https://api.spotify.com/v1/audio-analysis/0D22PG0awRmq6XlCicjRdO,221053,4,0
The Oak Ridge Boys,I'll Be True to You,0.479,0.289,4,-15.105,1,0.0355,0.341,0.000433,0.0797,0.251,144.732,audio_features,1Q5qiNDROB9iw2ycuhZoq3,spotify:track:1Q5qiNDROB9iw2ycuhZoq3,https://api.spotify.com/v1/tracks/1Q5qiNDROB9iw2ycuhZoq3,https://api.spotify.com/v1/audio-analysis/1Q5qiNDROB9iw2ycuhZoq3,217293,4,0
Billy Preston & Syreeta,With You I'm Born Again,0.125,0.186,2,-17.607,0,0.0359,0.837,0.717,0.0658,0.0388,163.451,audio_features,2Eh2DMhWH0GM5DgXLkEhLP,spotify:track:2Eh2DMhWH0GM5DgXLkEhLP,https://api.spotify.com/v1/tracks/2Eh2DMhWH0GM5DgXLkEhLP,https://api.spotify.com/v1/audio-analysis/2Eh2DMhWH0GM5DgXLkEhLP,227997,3,0
George Strait,You'll be There,0.585,0.426,4,-10.119,1,0.0277,0.289,1.1e-06,0.104,0.202,98.891,audio_features,1KJPs0itC6mqe8XqhaA5p5,spotify:track:1KJPs0itC6mqe8XqhaA5p5,https://api.spotify.com/v1/tracks/1KJPs0itC6mqe8XqhaA5p5,https://api.spotify.com/v1/audio-analysis/1KJPs0itC6mqe8XqhaA5p5,257387,4,0
The Fray,How to Save a Life,0.64,0.743,10,-4.08,1,0.0379,0.269,0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4,0
The Beatles,Eleanor Rigby,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,audio_features,5GjPQ0eI7AgmOnADn1EO6Q,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/tracks/5GjPQ0eI7AgmOnADn1EO6Q,https://api.spotify.com/v1/audio-analysis/5GjPQ0eI7AgmOnADn1EO6Q,126533,4,0
Webb Pierce,There Stands the Glass,0.512,0.256,3,-7.178,1,0.0305,0.911,0,0.358,0.718,114.972,audio_features,0VxX3RBKO46Ky6XgvN0bME,spotify:track:0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/tracks/0VxX3RBKO46Ky6XgvN0bME,https://api.spotify.com/v1/audio-analysis/0VxX3RBKO46Ky6XgvN0bME,146667,4,0
Bon Jovi,Always,0.428,0.662,4,-5.433,1,0.0295,0.151,1.84e-06,0.215,0.367,71.515,audio_features,4JAJV4D2902ZQL4A63Q2fe,spotify:track:4JAJV4D2902ZQL4A63Q2fe,https://api.spotify.com/v1/tracks/4JAJV4D2902ZQL4A63Q2fe,https://api.spotify.com/v1/audio-analysis/4JAJV4D2902ZQL4A63Q2fe,353027,4,0
Ice Cube,Dead Homiez,0.717,0.627,10,-10.53,0,0.261,0.0792,4.06e-06,0.328,0.626,168.236,audio_features,443Gly8J0fwepgNCHxKXxx,spotify:track:443Gly8J0fwepgNCHxKXxx,https://api.spotify.com/v1/tracks/443Gly8J0fwepgNCHxKXxx,https://api.spotify.com/v1/audio-analysis/443Gly8J0fwepgNCHxKXxx,235933,4,0
The Pogues,Fairytale of New York,0.319,0.651,2,-6.335,1,0.0342,0.501,4.73e-05,0.241,0.474,118.501,audio_features,3VTNVsTTu05dmTsVFrmGpK,spotify:track:3VTNVsTTu05dmTsVFrmGpK,https://api.spotify.com/v1/tracks/3VTNVsTTu05dmTsVFrmGpK,https://api.spotify.com/v1/audio-analysis/3VTNVsTTu05dmTsVFrmGpK,272200,4,0
Tina Turner,Simply The Best,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,audio_features,6FcQD1qOpqV8NdhY45sKyI,spotify:track:6FcQD1qOpqV8NdhY45sKyI,https://api.spotify.com/v1/tracks/6FcQD1qOpqV8NdhY45sKyI,https://api.spotify.com/v1/audio-analysis/6FcQD1qOpqV8NdhY45sKyI,226880,4,1
Whitney Houston,I Have Nothing,0.54,0.401,0,-10.499,1,0.0364,0.576,0,0.164,0.24,152.974,audio_features,31er9IGsfFbwqy1pH4aiTP,spotify:track:31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/tracks/31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/audio-analysis/31er9IGsfFbwqy1pH4aiTP,289160,3,0
Boyz II Men,It's So Hard to Say Goodbye to Yesterday,0.199,0.227,4,-10.927,1,0.0322,0.913,0,0.176,0.259,73.861,audio_features,264JdkdtNRAGL4M4PnDYHC,spotify:track:264JdkdtNRAGL4M4PnDYHC,https://api.spotify.com/v1/tracks/264JdkdtNRAGL4M4PnDYHC,https://api.spotify.com/v1/audio-analysis/264JdkdtNRAGL4M4PnDYHC,168627,5,0
The Platters,Smoke Gets In Your Eyes,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,audio_features,2vSxjnyrWrtxyfzO47EX6q,spotify:track:2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/tracks/2vSxjnyrWrtxyfzO47EX6q,https://api.spotify.com/v1/audio-analysis/2vSxjnyrWrtxyfzO47EX6q,160933,3,0
The Smiths,There Is A Light That Never Goes Out,0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,244587,4,0
Bread,If,0.388,0.176,9,-16.952,1,0.0299,0.912,0.000336,0.0977,0.342,97.628,audio_features,1Fu3gq55GH3P6OF352rEIc,spotify:track:1Fu3gq55GH3P6OF352rEIc,https://api.spotify.com/v1/tracks/1Fu3gq55GH3P6OF352rEIc,https://api.spotify.com/v1/audio-analysis/1Fu3gq55GH3P6OF352rEIc,155773,4,0
Gloria Gaynor,I Will Survive,0.775,0.731,0,-8.715,1,0.0536,0.0181,0.00952,0.253,0.558,116.66,audio_features,7cv28LXcjAC3GsXbUvXKbX,spotify:track:7cv28LXcjAC3GsXbUvXKbX,https://api.spotify.com/v1/tracks/7cv28LXcjAC3GsXbUvXKbX,https://api.spotify.com/v1/audio-analysis/7cv28LXcjAC3GsXbUvXKbX,198066,4,1
The Rascals,A Beautiful Morning,0.503,0.484,5,-12.833,0,0.0311,0.399,0,0.345,0.8,122.203,audio_features,3QwbKe0s8TcNclzXAXHeHy,spotify:track:3QwbKe0s8TcNclzXAXHeHy,https://api.spotify.com/v1/tracks/3QwbKe0s8TcNclzXAXHeHy,https://api.spotify.com/v1/audio-analysis/3QwbKe0s8TcNclzXAXHeHy,151800,4,1
Garth Brooks,Thunder Rolls,0.562,0.646,2,-4.937,0,0.0372,0.408,4.39e-05,0.122,0.274,81.77,audio_features,6Ra5YZBdQRVRHX1GhRA4hH,spotify:track:6Ra5YZBdQRVRHX1GhRA4hH,https://api.spotify.com/v1/tracks/6Ra5YZBdQRVRHX1GhRA4hH,https://api.spotify.com/v1/audio-analysis/6Ra5YZBdQRVRHX1GhRA4hH,222378,4,0
Jesus Christ Superstar soundtrack,Could We Start Again Please?,0.392,0.257,2,-10.585,1,0.032,0.885,0,0.719,0.221,145.78,audio_features,4bYl4nDVE5hBwATIXMMiII,spotify:track:4bYl4nDVE5hBwATIXMMiII,https://api.spotify.com/v1/tracks/4bYl4nDVE5hBwATIXMMiII,https://api.spotify.com/v1/audio-analysis/4bYl4nDVE5hBwATIXMMiII,155773,4,0
Ben Harper,Another Lonely Day,0.634,0.138,7,-17.548,0,0.0427,0.775,0.154,0.112,0.535,117.324,audio_features,6R4pk0zpkyS7KWRXOQkTa2,spotify:track:6R4pk0zpkyS7KWRXOQkTa2,https://api.spotify.com/v1/tracks/6R4pk0zpkyS7KWRXOQkTa2,https://api.spotify.com/v1/audio-analysis/6R4pk0zpkyS7KWRXOQkTa2,223933,4,0
Love,Alone Again Or,0.318,0.303,11,-15.572,0,0.0302,0.664,0.000223,0.113,0.226,174.254,audio_features,1XuccRABkfUVB4FjSVhjL1,spotify:track:1XuccRABkfUVB4FjSVhjL1,https://api.spotify.com/v1/tracks/1XuccRABkfUVB4FjSVhjL1,https://api.spotify.com/v1/audio-analysis/1XuccRABkfUVB4FjSVhjL1,197275,4,0
Dashboard Confessional,The Best Deceptions,0.585,0.0823,1,-14.243,1,0.0328,0.853,0.858,0.159,0.122,107.004,audio_features,4rblY86ps11xaJsakucv5k,spotify:track:4rblY86ps11xaJsakucv5k,https://api.spotify.com/v1/tracks/4rblY86ps11xaJsakucv5k,https://api.spotify.com/v1/audio-analysis/4rblY86ps11xaJsakucv5k,408294,4,0
Hank Williams,Your Cheatin' Heart,0.666,0.129,0,-17.21,1,0.0322,0.947,4.59e-06,0.333,0.562,128.054,audio_features,3PIZKsovCCVX3XaxKSzkdY,spotify:track:3PIZKsovCCVX3XaxKSzkdY,https://api.spotify.com/v1/tracks/3PIZKsovCCVX3XaxKSzkdY,https://api.spotify.com/v1/audio-analysis/3PIZKsovCCVX3XaxKSzkdY,163507,4,0
Elvis Presley,Amazing Grace,0.192,0.32,7,-11.848,1,0.0314,0.905,0.000362,0.112,0.37,184.53,audio_features,5wHPDLc6B5jl9z9ewCIybi,spotify:track:5wHPDLc6B5jl9z9ewCIybi,https://api.spotify.com/v1/tracks/5wHPDLc6B5jl9z9ewCIybi,https://api.spotify.com/v1/audio-analysis/5wHPDLc6B5jl9z9ewCIybi,213013,3,0
Brand New,Mix Tape,0.423,0.745,1,-4.643,1,0.0427,0.00111,9.54e-05,0.115,0.187,136.901,audio_features,0VeqER57ixyKcnLsZ1zxAj,spotify:track:0VeqER57ixyKcnLsZ1zxAj,https://api.spotify.com/v1/tracks/0VeqER57ixyKcnLsZ1zxAj,https://api.spotify.com/v1/audio-analysis/0VeqER57ixyKcnLsZ1zxAj,239280,4,0
Bob Seger,Turn the Page,0.535,0.376,9,-10.004,1,0.0331,0.155,0,0.592,0.285,78.827,audio_features,6rjMQscV8vUrjKXAsU9hNi,spotify:track:6rjMQscV8vUrjKXAsU9hNi,https://api.spotify.com/v1/tracks/6rjMQscV8vUrjKXAsU9hNi,https://api.spotify.com/v1/audio-analysis/6rjMQscV8vUrjKXAsU9hNi,301187,4,0
Four Seasons,Let's Hang On,0.682,0.819,7,-5.402,1,0.085,0.375,0,0.333,0.662,129.43,audio_features,0W1IOQx9EEZM30edmVs0Q4,spotify:track:0W1IOQx9EEZM30edmVs0Q4,https://api.spotify.com/v1/tracks/0W1IOQx9EEZM30edmVs0Q4,https://api.spotify.com/v1/audio-analysis/0W1IOQx9EEZM30edmVs0Q4,198333,4,0
Beach Boys,Good Vibrations,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,audio_features,5t9KYe0Fhd5cW6UYT4qP8f,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/tracks/5t9KYe0Fhd5cW6UYT4qP8f,https://api.spotify.com/v1/audio-analysis/5t9KYe0Fhd5cW6UYT4qP8f,219027,4,1
Bob Dylan,"Don't Think Twice, It's Alright",0.764,0.422,10,-11.474,1,0.0361,0.692,0,0.129,0.765,89.917,audio_features,4zPwfUr5c9PGlpd8d8bmoG,spotify:track:4zPwfUr5c9PGlpd8d8bmoG,https://api.spotify.com/v1/tracks/4zPwfUr5c9PGlpd8d8bmoG,https://api.spotify.com/v1/audio-analysis/4zPwfUr5c9PGlpd8d8bmoG,179733,4,0
Smokey Robinson & The Miracles,The Tracks of My Tears,0.488,0.335,7,-10.789,1,0.0268,0.664,0,0.173,0.708,96.333,audio_features,3AR9uXc8JbOVfe92kzmJTH,spotify:track:3AR9uXc8JbOVfe92kzmJTH,https://api.spotify.com/v1/tracks/3AR9uXc8JbOVfe92kzmJTH,https://api.spotify.com/v1/audio-analysis/3AR9uXc8JbOVfe92kzmJTH,174360,4,0
The Temptations,I Wish It Would Rain,0.371,0.585,3,-7.257,1,0.0942,0.195,0,0.13,0.545,181.297,audio_features,2dQx3sIylsbvagZCNf69h4,spotify:track:2dQx3sIylsbvagZCNf69h4,https://api.spotify.com/v1/tracks/2dQx3sIylsbvagZCNf69h4,https://api.spotify.com/v1/audio-analysis/2dQx3sIylsbvagZCNf69h4,165733,4,0
Fleetwood Mac,Landslide,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,audio_features,5ihS6UUlyQAfmp48eSkxuQ,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/tracks/5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/audio-analysis/5ihS6UUlyQAfmp48eSkxuQ,199493,4,0
Nitty Gritty Dirt Band,Mr. Bojangles,0.444,0.757,11,-6.884,0,0.0541,0.699,0,0.329,0.554,154.26,audio_features,3cq6mwsjgygbwRIi9wVPGv,spotify:track:3cq6mwsjgygbwRIi9wVPGv,https://api.spotify.com/v1/tracks/3cq6mwsjgygbwRIi9wVPGv,https://api.spotify.com/v1/audio-analysis/3cq6mwsjgygbwRIi9wVPGv,215400,3,0
Ray Price,For the Good Times,0.352,0.204,3,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,83.342,audio_features,4cIGNFaKpoVuJfVvixS0mU,spotify:track:4cIGNFaKpoVuJfVvixS0mU,https://api.spotify.com/v1/tracks/4cIGNFaKpoVuJfVvixS0mU,https://api.spotify.com/v1/audio-analysis/4cIGNFaKpoVuJfVvixS0mU,227787,4,0
Billy Joel,And So it Goes,0.436,0.084,0,-14.513,1,0.0343,0.901,2.06e-05,0.105,0.355,108.679,audio_features,2r2XzhBMB4liDL9YW80Fqs,spotify:track:2r2XzhBMB4liDL9YW80Fqs,https://api.spotify.com/v1/tracks/2r2XzhBMB4liDL9YW80Fqs,https://api.spotify.com/v1/audio-analysis/2r2XzhBMB4liDL9YW80Fqs,216333,3,0
Motley Crue,Without You,0.524,0.759,5,-4.152,1,0.0286,0.00622,5.65e-05,0.0652,0.283,118.001,audio_features,2zjvTdpUoMpxNIY6e7jKOi,spotify:track:2zjvTdpUoMpxNIY6e7jKOi,https://api.spotify.com/v1/tracks/2zjvTdpUoMpxNIY6e7jKOi,https://api.spotify.com/v1/audio-analysis/2zjvTdpUoMpxNIY6e7jKOi,270187,4,0
Trixter,Surrender,0.574,0.395,3,-14.021,1,0.0378,0.0291,1.69e-05,0.317,0.191,125.83,audio_features,4EEAHK0c3M7CCgcQt9bfts,spotify:track:4EEAHK0c3M7CCgcQt9bfts,https://api.spotify.com/v1/tracks/4EEAHK0c3M7CCgcQt9bfts,https://api.spotify.com/v1/audio-analysis/4EEAHK0c3M7CCgcQt9bfts,350960,4,0
Sade,Strong,0.523,0.955,2,-3.789,1,0.0511,0.000153,0.691,0.0259,0.5,128.009,audio_features,55JgvIk0bQLaRFuYFL3FdE,spotify:track:55JgvIk0bQLaRFuYFL3FdE,https://api.spotify.com/v1/tracks/55JgvIk0bQLaRFuYFL3FdE,https://api.spotify.com/v1/audio-analysis/55JgvIk0bQLaRFuYFL3FdE,213286,4,0
Joseph Arthur,Invisible Hands,0.451,0.559,2,-11.58,1,0.0381,0.291,0.851,0.122,0.326,135.55,audio_features,2zwDBJBp1CGGJuWcULvpUK,spotify:track:2zwDBJBp1CGGJuWcULvpUK,https://api.spotify.com/v1/tracks/2zwDBJBp1CGGJuWcULvpUK,https://api.spotify.com/v1/audio-analysis/2zwDBJBp1CGGJuWcULvpUK,314907,4,0
Karen Carpenter,Superstar,0.292,0.373,8,-5.7,1,0.0293,0.581,0.000471,0.262,0.25,90.564,audio_features,1g4H7vrHdhh04j2uNiIlfW,spotify:track:1g4H7vrHdhh04j2uNiIlfW,https://api.spotify.com/v1/tracks/1g4H7vrHdhh04j2uNiIlfW,https://api.spotify.com/v1/audio-analysis/1g4H7vrHdhh04j2uNiIlfW,238994,4,0
The Beatles,Yesterday,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,audio_features,3BQHpFgAp4l80e1XslIjNI,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4,0
Bloodrock,D.O.A.,0.344,0.433,4,-7.869,0,0.0329,0.636,0,0.373,0.0397,133.468,audio_features,0whBqRSuzEa2ZLv1LeG3K6,spotify:track:0whBqRSuzEa2ZLv1LeG3K6,https://api.spotify.com/v1/tracks/0whBqRSuzEa2ZLv1LeG3K6,https://api.spotify.com/v1/audio-analysis/0whBqRSuzEa2ZLv1LeG3K6,274987,4,0
Bill Withers,Lovely Day,0.69,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.918,audio_features,0bRXwKfigvpKZUurwqAlEh,spotify:track:0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/tracks/0bRXwKfigvpKZUurwqAlEh,https://api.spotify.com/v1/audio-analysis/0bRXwKfigvpKZUurwqAlEh,254560,4,1
Blue Oyster Cult,Don't Fear The Reaper,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000211,0.297,0.382,141.47,audio_features,5QTxFnGygVM4jFQiBovmRo,spotify:track:5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/tracks/5QTxFnGygVM4jFQiBovmRo,https://api.spotify.com/v1/audio-analysis/5QTxFnGygVM4jFQiBovmRo,308120,4,0
Grand Funk Railroad,Heartbreaker,0.28,0.758,11,-6.52,0,0.0516,0.0569,0.00287,0.214,0.452,145.994,audio_features,1H28BobfKOhI3odo2ZIWY0,spotify:track:1H28BobfKOhI3odo2ZIWY0,https://api.spotify.com/v1/tracks/1H28BobfKOhI3odo2ZIWY0,https://api.spotify.com/v1/audio-analysis/1H28BobfKOhI3odo2ZIWY0,394760,3,0
Colin Hay,I Just Don't Think I'll Ever Get Over You,0.542,0.124,0,-19.375,1,0.0341,0.84,0.0878,0.101,0.264,79.258,audio_features,2IR01O6kw4IB68hcV9FWYN,spotify:track:2IR01O6kw4IB68hcV9FWYN,https://api.spotify.com/v1/tracks/2IR01O6kw4IB68hcV9FWYN,https://api.spotify.com/v1/audio-analysis/2IR01O6kw4IB68hcV9FWYN,328560,4,0
James Ingram,Just Once,0.622,0.49,0,-7.486,1,0.0342,0.688,0,0.103,0.324,143.863,audio_features,0rKPoDE9Bm4OcZeyHrHZnV,spotify:track:0rKPoDE9Bm4OcZeyHrHZnV,https://api.spotify.com/v1/tracks/0rKPoDE9Bm4OcZeyHrHZnV,https://api.spotify.com/v1/audio-analysis/0rKPoDE9Bm4OcZeyHrHZnV,269280,4,0
Keith Sweat,Why Me Baby,0.725,0.613,5,-7.116,0,0.0275,0.015,3.97e-06,0.0852,0.393,132.765,audio_features,1VuMn6mB0xEzgWq48EmMZM,spotify:track:1VuMn6mB0xEzgWq48EmMZM,https://api.spotify.com/v1/tracks/1VuMn6mB0xEzgWq48EmMZM,https://api.spotify.com/v1/audio-analysis/1VuMn6mB0xEzgWq48EmMZM,253253,4,0
The Four Aces,Love is a Many-Splendored Thing,0.237,0.316,2,-11.196,1,0.0336,0.761,0,0.345,0.29,82.911,audio_features,5koEBSDfDV8MQVN0tg67z5,spotify:track:5koEBSDfDV8MQVN0tg67z5,https://api.spotify.com/v1/tracks/5koEBSDfDV8MQVN0tg67z5,https://api.spotify.com/v1/audio-analysis/5koEBSDfDV8MQVN0tg67z5,179467,4,0
