artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Diana Ross & the Supremes,Love Child,0.574,0.96,9,-0.81,0,0.0455,0.125,2.27e-05,0.23,0.65,105.008,audio_features,69EILuL34ggLWQsa626bes,spotify:track:69EILuL34ggLWQsa626bes,https://api.spotify.com/v1/tracks/69EILuL34ggLWQsa626bes,https://api.spotify.com/v1/audio-analysis/69EILuL34ggLWQsa626bes,181573,4,0
The Cars,Drive,0.582,0.606,6,-9.961,1,0.0289,0.124,0.00139,0.151,0.504,111.441,audio_features,3wfujdbamR3Z46F4xav7LM,spotify:track:3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/tracks/3wfujdbamR3Z46F4xav7LM,https://api.spotify.com/v1/audio-analysis/3wfujdbamR3Z46F4xav7LM,234493,5,0
Lou Reed,The Bed,0.326,0.104,7,-19.947,1,0.0306,0.917,0.119,0.117,0.1,143.033,audio_features,2tvoIQqGv1vnJAA1fM8cEk,spotify:track:2tvoIQqGv1vnJAA1fM8cEk,https://api.spotify.com/v1/tracks/2tvoIQqGv1vnJAA1fM8cEk,https://api.spotify.com/v1/audio-analysis/2tvoIQqGv1vnJAA1fM8cEk,351493,4,0
U2,One,0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,audio_features,3G69vJMWsX6ZohTykad2AU,spotify:track:3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU,276187,4,0
Rickie Lee Jones,Company,0.372,0.196,2,-12.183,0,0.0311,0.709,2.24e-06,0.13,0.101,113.75,audio_features,42baufqCiF78NAMIuz22om,spotify:track:42baufqCiF78NAMIuz22om,https://api.spotify.com/v1/tracks/42baufqCiF78NAMIuz22om,https://api.spotify.com/v1/audio-analysis/42baufqCiF78NAMIuz22om,292400,4,0
Elvis Presley,A Fool Such As I,0.622,0.713,0,-8.104,1,0.0709,0.91,0.000179,0.147,0.601,128.751,audio_features,53Wf6uVFYa1Ef1pltkA54Q,spotify:track:53Wf6uVFYa1Ef1pltkA54Q,https://api.spotify.com/v1/tracks/53Wf6uVFYa1Ef1pltkA54Q,https://api.spotify.com/v1/audio-analysis/53Wf6uVFYa1Ef1pltkA54Q,157533,4,0
Andy Grammer,Fine By Me,0.583,0.791,11,-4.087,1,0.0318,0.00877,0,0.0451,0.878,89.993,audio_features,4wTChU0tU44TAMC0xcQizi,spotify:track:4wTChU0tU44TAMC0xcQizi,https://api.spotify.com/v1/tracks/4wTChU0tU44TAMC0xcQizi,https://api.spotify.com/v1/audio-analysis/4wTChU0tU44TAMC0xcQizi,172893,4,1
Diana Ross,Missing You,0.644,0.355,4,-11.41,0,0.0366,0.658,0.00116,0.0485,0.187,86.822,audio_features,0jVfjWK9DUc5ShqwwPADyp,spotify:track:0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/tracks/0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/audio-analysis/0jVfjWK9DUc5ShqwwPADyp,245347,4,0
Gladys Knight & The Pips,Midnight Train to Georgia,0.576,0.475,10,-8.432,0,0.0385,0.229,2.48e-05,0.0865,0.467,91.879,audio_features,5k7VcffaUZqYLxI4DkIsST,spotify:track:5k7VcffaUZqYLxI4DkIsST,https://api.spotify.com/v1/tracks/5k7VcffaUZqYLxI4DkIsST,https://api.spotify.com/v1/audio-analysis/5k7VcffaUZqYLxI4DkIsST,279467,4,0
Harry Chapin,Cat's in the Cradle,0.489,0.577,10,-9.765,1,0.042,0.233,0,0.123,0.519,78.112,audio_features,2obblQ6tcePeOEVJV6nEGD,spotify:track:2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/tracks/2obblQ6tcePeOEVJV6nEGD,https://api.spotify.com/v1/audio-analysis/2obblQ6tcePeOEVJV6nEGD,222951,4,0
Mazzy Star,Fade Into You,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,audio_features,1LzNfuep1bnAUR9skqdHCK,spotify:track:1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/tracks/1LzNfuep1bnAUR9skqdHCK,https://api.spotify.com/v1/audio-analysis/1LzNfuep1bnAUR9skqdHCK,295600,3,0
Hank Williams,I'm So Lonesome I Could Cry,0.504,0.271,4,-14.388,1,0.0304,0.812,0.00236,0.344,0.369,112.033,audio_features,4tj7IsJrn4MvesuhoY0JBy,spotify:track:4tj7IsJrn4MvesuhoY0JBy,https://api.spotify.com/v1/tracks/4tj7IsJrn4MvesuhoY0JBy,https://api.spotify.com/v1/audio-analysis/4tj7IsJrn4MvesuhoY0JBy,169067,3,0
The Pogues,A Pair Of Brown Eyes,0.349,0.63,7,-8.622,1,0.037,0.0422,0.00232,0.0647,0.116,166.3,audio_features,32soEc9h0wDy1BEjV5egeh,spotify:track:32soEc9h0wDy1BEjV5egeh,https://api.spotify.com/v1/tracks/32soEc9h0wDy1BEjV5egeh,https://api.spotify.com/v1/audio-analysis/32soEc9h0wDy1BEjV5egeh,301213,3,0
The Marmalade,Reflections of My Life,0.505,0.626,7,-6.411,1,0.0431,0.838,2.66e-05,0.944,0.407,94.669,audio_features,6rfD32x69f5xbUj5wnRMmi,spotify:track:6rfD32x69f5xbUj5wnRMmi,https://api.spotify.com/v1/tracks/6rfD32x69f5xbUj5wnRMmi,https://api.spotify.com/v1/audio-analysis/6rfD32x69f5xbUj5wnRMmi,306264,4,0
Bread,Everything I Own,0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,audio_features,52VIdyKqp1pJRSyUQaxKUA,spotify:track:52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/tracks/52VIdyKqp1pJRSyUQaxKUA,https://api.spotify.com/v1/audio-analysis/52VIdyKqp1pJRSyUQaxKUA,187000,4,0
Terry Jacks,Seasons in the Sun,0.678,0.611,6,-8.306,1,0.0506,0.777,0,0.175,0.821,98.949,audio_features,0X3d9gx7UDYgcwwkgTeNLR,spotify:track:0X3d9gx7UDYgcwwkgTeNLR,https://api.spotify.com/v1/tracks/0X3d9gx7UDYgcwwkgTeNLR,https://api.spotify.com/v1/audio-analysis/0X3d9gx7UDYgcwwkgTeNLR,209347,4,0
Blink 182,Adam's Song,0.514,0.771,0,-5.756,1,0.0364,0.039,0,0.262,0.359,136.058,audio_features,43NhiKnrtGqztxDqXrcUux,spotify:track:43NhiKnrtGqztxDqXrcUux,https://api.spotify.com/v1/tracks/43NhiKnrtGqztxDqXrcUux,https://api.spotify.com/v1/audio-analysis/43NhiKnrtGqztxDqXrcUux,249754,4,0
The Who,"Love, Reign O'er Me",0.295,0.72,1,-9.51,1,0.0634,0.198,0.0467,0.0941,0.222,116.229,audio_features,4Mqs0h95KAeNiGp7u4udlt,spotify:track:4Mqs0h95KAeNiGp7u4udlt,https://api.spotify.com/v1/tracks/4Mqs0h95KAeNiGp7u4udlt,https://api.spotify.com/v1/audio-analysis/4Mqs0h95KAeNiGp7u4udlt,349600,4,0
Jeff Buckley,"Lover, You Should Have Come Over",0.323,0.287,2,-16.649,1,0.0315,0.0193,0.00218,0.958,0.138,105.478,audio_features,4ZTOFxmGtYp9iDX1bZdGfM,spotify:track:4ZTOFxmGtYp9iDX1bZdGfM,https://api.spotify.com/v1/tracks/4ZTOFxmGtYp9iDX1bZdGfM,https://api.spotify.com/v1/audio-analysis/4ZTOFxmGtYp9iDX1bZdGfM,480133,3,0
The Teen Queens,Eddie My Love,0.613,0.239,0,-9.318,1,0.0293,0.762,0,0.231,0.64,106.671,audio_features,75MOfWoFeomnNFMTJr9DtN,spotify:track:75MOfWoFeomnNFMTJr9DtN,https://api.spotify.com/v1/tracks/75MOfWoFeomnNFMTJr9DtN,https://api.spotify.com/v1/audio-analysis/75MOfWoFeomnNFMTJr9DtN,194627,3,0
Rolling Stones,Backstreet Girl,0.367,0.338,7,-10.793,1,0.0263,0.00313,1.28e-06,0.155,0.355,149.024,audio_features,0T2vmdbiZTvwyNhS2tRc0q,spotify:track:0T2vmdbiZTvwyNhS2tRc0q,https://api.spotify.com/v1/tracks/0T2vmdbiZTvwyNhS2tRc0q,https://api.spotify.com/v1/audio-analysis/0T2vmdbiZTvwyNhS2tRc0q,215560,3,0
Frank Sinatra,A Man Alone,0.266,0.101,7,-17.736,1,0.0352,0.803,0.000216,0.0955,0.132,126.233,audio_features,3B1CJVztXz8KnCsvlgOnT9,spotify:track:3B1CJVztXz8KnCsvlgOnT9,https://api.spotify.com/v1/tracks/3B1CJVztXz8KnCsvlgOnT9,https://api.spotify.com/v1/audio-analysis/3B1CJVztXz8KnCsvlgOnT9,224427,4,0
The Beach Boys,God Only Knows,0.521,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.483,117.072,audio_features,6iGU74CwXuT4XVepjc9Emf,spotify:track:6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/tracks/6iGU74CwXuT4XVepjc9Emf,https://api.spotify.com/v1/audio-analysis/6iGU74CwXuT4XVepjc9Emf,173040,4,0
Sam Cooke,A Change Is Gonna Come,0.212,0.42,10,-9.919,1,0.0344,0.76,0,0.307,0.493,169.555,audio_features,0KOE1hat4SIer491XKk4Pa,spotify:track:0KOE1hat4SIer491XKk4Pa,https://api.spotify.com/v1/tracks/0KOE1hat4SIer491XKk4Pa,https://api.spotify.com/v1/audio-analysis/0KOE1hat4SIer491XKk4Pa,191160,3,0
Diana Ross,Touch Me in the Morning,0.355,0.615,6,-7.21,1,0.0314,0.454,0,0.0477,0.603,137.19,audio_features,4sIkDCqNjTubfb5UVs8lEA,spotify:track:4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/tracks/4sIkDCqNjTubfb5UVs8lEA,https://api.spotify.com/v1/audio-analysis/4sIkDCqNjTubfb5UVs8lEA,207413,4,0
Billy Joel,Honesty,0.552,0.265,10,-15.482,1,0.0332,0.415,0,0.107,0.212,135.476,audio_features,34E0Higz6fFVXlbVsn6TIW,spotify:track:34E0Higz6fFVXlbVsn6TIW,https://api.spotify.com/v1/tracks/34E0Higz6fFVXlbVsn6TIW,https://api.spotify.com/v1/audio-analysis/34E0Higz6fFVXlbVsn6TIW,233507,4,0
Judy Collins,Send in the Clowns,0.223,0.0497,3,-16.37,1,0.0351,0.967,0.000258,0.222,0.1,86.659,audio_features,7iL8UcftjwLe6eosb3pgUH,spotify:track:7iL8UcftjwLe6eosb3pgUH,https://api.spotify.com/v1/tracks/7iL8UcftjwLe6eosb3pgUH,https://api.spotify.com/v1/audio-analysis/7iL8UcftjwLe6eosb3pgUH,244427,1,0
Poison,Every Rose Has it's Thorn,0.553,0.589,6,-6.544,1,0.0322,0.29,1.41e-05,0.353,0.286,140.198,audio_features,3a8cM06Z7YVgSB1n6ZiYuB,spotify:track:3a8cM06Z7YVgSB1n6ZiYuB,https://api.spotify.com/v1/tracks/3a8cM06Z7YVgSB1n6ZiYuB,https://api.spotify.com/v1/audio-analysis/3a8cM06Z7YVgSB1n6ZiYuB,257231,4,0
Gordon Lightfoot,The Wreck of the Edmond Fitzgerald,0.384,0.585,4,-9.609,1,0.0306,0.0675,0.894,0.126,0.425,185.933,audio_features,13SRxa9fyqABSTtVHxAhzo,spotify:track:13SRxa9fyqABSTtVHxAhzo,https://api.spotify.com/v1/tracks/13SRxa9fyqABSTtVHxAhzo,https://api.spotify.com/v1/audio-analysis/13SRxa9fyqABSTtVHxAhzo,395500,3,0
Pete Townshend,Slit Skirts,0.52,0.662,7,-12.805,1,0.0619,0.177,0.000866,0.0584,0.317,135.322,audio_features,0G77xJWRun3Yr7ek2482Ph,spotify:track:0G77xJWRun3Yr7ek2482Ph,https://api.spotify.com/v1/tracks/0G77xJWRun3Yr7ek2482Ph,https://api.spotify.com/v1/audio-analysis/0G77xJWRun3Yr7ek2482Ph,293240,4,0
Nirvana,All Apologies,0.447,0.621,1,-12.109,1,0.034,0.0824,0.000239,0.0885,0.364,113.169,audio_features,1Ic9pKxGSJGM0LKeqf6lGe,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/tracks/1Ic9pKxGSJGM0LKeqf6lGe,https://api.spotify.com/v1/audio-analysis/1Ic9pKxGSJGM0LKeqf6lGe,233173,4,0
Stevie Wonder,Lately,0.364,0.149,1,-16.504,1,0.0361,0.489,0,0.107,0.272,77.392,audio_features,1QFNF3quXkux7v4RbWfaaF,spotify:track:1QFNF3quXkux7v4RbWfaaF,https://api.spotify.com/v1/tracks/1QFNF3quXkux7v4RbWfaaF,https://api.spotify.com/v1/audio-analysis/1QFNF3quXkux7v4RbWfaaF,245240,4,0
Bruce Springsteen,Atlantic City,0.475,0.429,4,-10.577,1,0.0367,0.311,0,0.376,0.34,108.034,audio_features,1Vp8U39YNsDfd6yVuaUq12,spotify:track:1Vp8U39YNsDfd6yVuaUq12,https://api.spotify.com/v1/tracks/1Vp8U39YNsDfd6yVuaUq12,https://api.spotify.com/v1/audio-analysis/1Vp8U39YNsDfd6yVuaUq12,236653,4,0
Feist,Let It Die,0.725,0.53,3,-8.641,1,0.0365,0.295,0.00161,0.0683,0.837,88.712,audio_features,66olzBxCgKlpFRB1LKH5pO,spotify:track:66olzBxCgKlpFRB1LKH5pO,https://api.spotify.com/v1/tracks/66olzBxCgKlpFRB1LKH5pO,https://api.spotify.com/v1/audio-analysis/66olzBxCgKlpFRB1LKH5pO,224507,4,0
The Everly Brothers,Bye Bye Love,0.547,0.523,9,-9.176,1,0.0572,0.724,0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4,0
Katrina and the Waves,Walking On Sunshine,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4,1
Cat Power,Good Woman,0.245,0.263,1,-9.56,1,0.0333,0.889,0.000554,0.114,0.0839,97.781,audio_features,3Y79ZkD0H0AkHukqfSMkbg,spotify:track:3Y79ZkD0H0AkHukqfSMkbg,https://api.spotify.com/v1/tracks/3Y79ZkD0H0AkHukqfSMkbg,https://api.spotify.com/v1/audio-analysis/3Y79ZkD0H0AkHukqfSMkbg,236187,4,0
Nat King Cole,Mona Lisa,0.214,0.194,1,-15.636,1,0.0325,0.903,1.38e-06,0.107,0.339,86.198,audio_features,3k5ycyXX5qsCjLd7R2vphp,spotify:track:3k5ycyXX5qsCjLd7R2vphp,https://api.spotify.com/v1/tracks/3k5ycyXX5qsCjLd7R2vphp,https://api.spotify.com/v1/audio-analysis/3k5ycyXX5qsCjLd7R2vphp,207573,3,0
The Lettermen,When I Fall in Love,0.15,0.269,7,-12.402,1,0.031,0.947,0.000974,0.104,0.169,65.26,audio_features,1gMMY095TNREZ8ZZYsfM5L,spotify:track:1gMMY095TNREZ8ZZYsfM5L,https://api.spotify.com/v1/tracks/1gMMY095TNREZ8ZZYsfM5L,https://api.spotify.com/v1/audio-analysis/1gMMY095TNREZ8ZZYsfM5L,148360,4,0
Cracker,I Can't Forget You,0.732,0.265,9,-12.802,1,0.0342,0.291,0.125,0.277,0.189,120.02,audio_features,7nMHJ7AVc3OdAWOHnDhtSN,spotify:track:7nMHJ7AVc3OdAWOHnDhtSN,https://api.spotify.com/v1/tracks/7nMHJ7AVc3OdAWOHnDhtSN,https://api.spotify.com/v1/audio-analysis/7nMHJ7AVc3OdAWOHnDhtSN,253400,4,0
Bright Eyes,Lime Tree,0.451,0.197,7,-11.858,1,0.0266,0.767,1.55e-06,0.0906,0.167,100.11,audio_features,0vbdsjmVzoJDFTKqa1Dz6W,spotify:track:0vbdsjmVzoJDFTKqa1Dz6W,https://api.spotify.com/v1/tracks/0vbdsjmVzoJDFTKqa1Dz6W,https://api.spotify.com/v1/audio-analysis/0vbdsjmVzoJDFTKqa1Dz6W,353773,4,0
Tracy Chapman,The Promise,0.496,0.0975,1,-17.234,1,0.0318,0.703,0.000714,0.0951,0.36,141.397,audio_features,2HO2bnoMrpnZUbUqiilLHi,spotify:track:2HO2bnoMrpnZUbUqiilLHi,https://api.spotify.com/v1/tracks/2HO2bnoMrpnZUbUqiilLHi,https://api.spotify.com/v1/audio-analysis/2HO2bnoMrpnZUbUqiilLHi,327867,4,0
Hall & Oates,She's Gone,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,audio_features,5dFoWIiJ2814hRwMYDcFiU,spotify:track:5dFoWIiJ2814hRwMYDcFiU,https://api.spotify.com/v1/tracks/5dFoWIiJ2814hRwMYDcFiU,https://api.spotify.com/v1/audio-analysis/5dFoWIiJ2814hRwMYDcFiU,313373,4,0
Minnie Ripperton,Loving You,0.612,0.859,7,-5.597,0,0.0498,0.00357,0.481,0.365,0.363,128.013,audio_features,7xBnXNeE196uNrR1wgYPMH,spotify:track:7xBnXNeE196uNrR1wgYPMH,https://api.spotify.com/v1/tracks/7xBnXNeE196uNrR1wgYPMH,https://api.spotify.com/v1/audio-analysis/7xBnXNeE196uNrR1wgYPMH,258765,4,0
Elvis Costello,This House is Empty Now,0.548,0.289,10,-11.578,1,0.028,0.268,6.78e-06,0.363,0.211,77.512,audio_features,7zA1QdWBKhVbXKTDZX3VOn,spotify:track:7zA1QdWBKhVbXKTDZX3VOn,https://api.spotify.com/v1/tracks/7zA1QdWBKhVbXKTDZX3VOn,https://api.spotify.com/v1/audio-analysis/7zA1QdWBKhVbXKTDZX3VOn,308867,4,0
Barry Manilow,Even Now,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,audio_features,7qUTZEf6bgiApJEXpMAH5y,spotify:track:7qUTZEf6bgiApJEXpMAH5y,https://api.spotify.com/v1/tracks/7qUTZEf6bgiApJEXpMAH5y,https://api.spotify.com/v1/audio-analysis/7qUTZEf6bgiApJEXpMAH5y,193440,4,0
Smashing Pumpkins,Thirty-Three,0.606,0.332,6,-12.715,1,0.0324,0.000913,0.397,0.151,0.0796,126.625,audio_features,1fPKWu8NKS1ZGHjFZ5QCAs,spotify:track:1fPKWu8NKS1ZGHjFZ5QCAs,https://api.spotify.com/v1/tracks/1fPKWu8NKS1ZGHjFZ5QCAs,https://api.spotify.com/v1/audio-analysis/1fPKWu8NKS1ZGHjFZ5QCAs,250293,4,0
Libras,A Perfect Circle,0.518,0.743,9,-8.247,1,0.0373,0.00383,0.0069,0.078,0.211,144.024,audio_features,5kHkaBN8OEQlmXfQkACxSt,spotify:track:5kHkaBN8OEQlmXfQkACxSt,https://api.spotify.com/v1/tracks/5kHkaBN8OEQlmXfQkACxSt,https://api.spotify.com/v1/audio-analysis/5kHkaBN8OEQlmXfQkACxSt,219640,3,0
Martina McBride,Concrete Angel,0.622,0.392,1,-9.737,1,0.0253,0.498,0,0.146,0.274,77.991,audio_features,2LLcI3oU4CedCQDV5tJ1SK,spotify:track:2LLcI3oU4CedCQDV5tJ1SK,https://api.spotify.com/v1/tracks/2LLcI3oU4CedCQDV5tJ1SK,https://api.spotify.com/v1/audio-analysis/2LLcI3oU4CedCQDV5tJ1SK,253000,4,0
Dramatics,I Can't Get Over You,0.447,0.67,11,-7.404,0,0.11,0.566,0.00165,0.685,0.408,131.742,audio_features,69wQ9n2PtCKoPLkXUBREEj,spotify:track:69wQ9n2PtCKoPLkXUBREEj,https://api.spotify.com/v1/tracks/69wQ9n2PtCKoPLkXUBREEj,https://api.spotify.com/v1/audio-analysis/69wQ9n2PtCKoPLkXUBREEj,243093,4,0
Meat Loaf,Two Out of Three Ain't Bad,0.586,0.48,9,-9.138,1,0.0243,0.385,0,0.0947,0.488,79.873,audio_features,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/tracks/2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,324440,4,0
Counting Crows,A Long December,0.398,0.591,5,-6.925,1,0.0298,0.469,0.000588,0.337,0.425,142.336,audio_features,1tjKIXd7DYNklhVSgBxREi,spotify:track:1tjKIXd7DYNklhVSgBxREi,https://api.spotify.com/v1/tracks/1tjKIXd7DYNklhVSgBxREi,https://api.spotify.com/v1/audio-analysis/1tjKIXd7DYNklhVSgBxREi,295067,4,0
Bob Segar,Mainstreet,0.483,0.562,8,-5.665,1,0.0292,0.00684,0.774,0.0877,0.402,138.884,audio_features,1ponhg60b0SzhrYj3te3Iw,spotify:track:1ponhg60b0SzhrYj3te3Iw,https://api.spotify.com/v1/tracks/1ponhg60b0SzhrYj3te3Iw,https://api.spotify.com/v1/audio-analysis/1ponhg60b0SzhrYj3te3Iw,217508,4,0
Sade,No Ordinary Love,0.629,0.364,11,-12.259,0,0.038,0.468,0.0198,0.0941,0.699,166.254,audio_features,42vYxMAWsFpBOS7hgAdzqW,spotify:track:42vYxMAWsFpBOS7hgAdzqW,https://api.spotify.com/v1/tracks/42vYxMAWsFpBOS7hgAdzqW,https://api.spotify.com/v1/audio-analysis/42vYxMAWsFpBOS7hgAdzqW,440467,4,0
Eric Clapton,Tears in Heaven,0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,audio_features,612VcBshQcy4mpB2utGc3H,spotify:track:612VcBshQcy4mpB2utGc3H,https://api.spotify.com/v1/tracks/612VcBshQcy4mpB2utGc3H,https://api.spotify.com/v1/audio-analysis/612VcBshQcy4mpB2utGc3H,280000,4,0
Anne Murray,If I Ever See You Again,0.504,0.478,7,-8.713,1,0.0261,0.199,8.4e-06,0.0762,0.222,83.946,audio_features,1MQtkcwMPXxMZot50eALYj,spotify:track:1MQtkcwMPXxMZot50eALYj,https://api.spotify.com/v1/tracks/1MQtkcwMPXxMZot50eALYj,https://api.spotify.com/v1/audio-analysis/1MQtkcwMPXxMZot50eALYj,277867,4,0
James Blunt,Goodbye My Lover,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,audio_features,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,258653,4,0
Kansas,Dust in the Wind,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,audio_features,6zeE5tKyr8Nu882DQhhSQI,spotify:track:6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI,https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI,206267,4,0
Britney Spears,Lucky,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,audio_features,2TTYIwTM2iLC1YOyHuhRMt,spotify:track:2TTYIwTM2iLC1YOyHuhRMt,https://api.spotify.com/v1/tracks/2TTYIwTM2iLC1YOyHuhRMt,https://api.spotify.com/v1/audio-analysis/2TTYIwTM2iLC1YOyHuhRMt,206227,4,0
Red House Painters,Katy Song,0.514,0.305,1,-14.555,1,0.0254,0.306,0.0388,0.0767,0.357,154.551,audio_features,6Gmc3OUoP4JotwPb2CIXYD,spotify:track:6Gmc3OUoP4JotwPb2CIXYD,https://api.spotify.com/v1/tracks/6Gmc3OUoP4JotwPb2CIXYD,https://api.spotify.com/v1/audio-analysis/6Gmc3OUoP4JotwPb2CIXYD,502867,4,0
Tori Amos,Caught A Lite Sneeze,0.6,0.772,5,-8.483,0,0.0444,0.37,4.46e-06,0.0641,0.921,79.059,audio_features,2k2Nwz0FLUIKl7UyavRhjx,spotify:track:2k2Nwz0FLUIKl7UyavRhjx,https://api.spotify.com/v1/tracks/2k2Nwz0FLUIKl7UyavRhjx,https://api.spotify.com/v1/audio-analysis/2k2Nwz0FLUIKl7UyavRhjx,265213,4,0
Connie Francis,Mama,0.156,0.229,0,-12.475,1,0.0394,0.958,0.0154,0.439,0.12,50.975,audio_features,5zXcs1zUaFNPixhD69BrBF,spotify:track:5zXcs1zUaFNPixhD69BrBF,https://api.spotify.com/v1/tracks/5zXcs1zUaFNPixhD69BrBF,https://api.spotify.com/v1/audio-analysis/5zXcs1zUaFNPixhD69BrBF,235893,4,0
Bob Dylan,Simple Twist of Fate,0.409,0.264,4,-16.273,1,0.0363,0.665,0.00016,0.102,0.355,137.16,audio_features,3wAX3qn53iQUFE84hpfeen,spotify:track:3wAX3qn53iQUFE84hpfeen,https://api.spotify.com/v1/tracks/3wAX3qn53iQUFE84hpfeen,https://api.spotify.com/v1/audio-analysis/3wAX3qn53iQUFE84hpfeen,256800,4,0
Christina Aguilera,Beautiful,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,audio_features,3TCauNPqFiniaYHBvEVoHG,spotify:track:3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/tracks/3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/audio-analysis/3TCauNPqFiniaYHBvEVoHG,238560,4,0
Del Shannon,Hats Off To Larry,0.44,0.719,11,-4.469,1,0.0348,0.664,3.29e-06,0.322,0.635,79.99,audio_features,0Eok7UwcfOhuNxBNnJzeHY,spotify:track:0Eok7UwcfOhuNxBNnJzeHY,https://api.spotify.com/v1/tracks/0Eok7UwcfOhuNxBNnJzeHY,https://api.spotify.com/v1/audio-analysis/0Eok7UwcfOhuNxBNnJzeHY,122200,4,0
Cat Stevens,Wild World,0.483,0.503,0,-9.396,1,0.0341,0.354,0.000284,0.116,0.598,151.862,audio_features,6Xz7FeyE8HTP90HecgHV57,spotify:track:6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/tracks/6Xz7FeyE8HTP90HecgHV57,https://api.spotify.com/v1/audio-analysis/6Xz7FeyE8HTP90HecgHV57,200160,4,0
Queen,Who Wants to Live Forever,0.135,0.399,4,-8.67,0,0.0361,0.577,0.00104,0.115,0.0383,87.476,audio_features,00QAndVDVfNqNWYdWAhEan,spotify:track:00QAndVDVfNqNWYdWAhEan,https://api.spotify.com/v1/tracks/00QAndVDVfNqNWYdWAhEan,https://api.spotify.com/v1/audio-analysis/00QAndVDVfNqNWYdWAhEan,295347,5,0
Dave Mason,Look at You,0.544,0.684,2,-9.931,0,0.0405,0.323,0.00121,0.0998,0.496,118.844,audio_features,15yPgUGyfykhZtheHVVXkm,spotify:track:15yPgUGyfykhZtheHVVXkm,https://api.spotify.com/v1/tracks/15yPgUGyfykhZtheHVVXkm,https://api.spotify.com/v1/audio-analysis/15yPgUGyfykhZtheHVVXkm,459893,4,0
Willie Nelson,Blue Eyes Crying in the Rain,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,audio_features,2uRVPeQbsEpRQD0DKr1WTo,spotify:track:2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/tracks/2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/audio-analysis/2uRVPeQbsEpRQD0DKr1WTo,138600,4,0
